C,1,139,138,Riobamba,1
C,1,131,138,Defensa,1
C,1,138,131,Defensa,0
C,1,139,140,Riobamba,0
C,1,140,139,Riobamba,1
C,1,151,139,Alte Brown,1
C,1,139,151,Alte Brown,1
C,1,140,141,Riobamba,0
C,1,141,140,Riobamba,1
C,1,129,140,Defensa,1
C,1,140,129,Defensa,0
C,1,141,142,Riobamba,0
C,1,142,141,Riobamba,1
C,1,149,141,Alte Brown,1
C,1,141,149,Alte Brown,1
C,1,142,143,Riobamba,0
C,1,143,142,Riobamba,1
C,1,143,144,Riobamba,0
C,1,144,143,Riobamba,1
C,1,147,143,Alte Brown,1
C,1,143,147,Alte Brown,1
C,1,144,145,Riobamba,0
C,1,145,144,Riobamba,1
C,1,125,144,Defensa,1
C,1,144,125,Defensa,0
C,1,145,146,Riobamba,0
C,1,146,145,Riobamba,1
C,1,146,147,Alte Brown,1
C,1,147,146,Alte Brown,1
C,1,144,146,Riobamba,1
C,1,146,144,Riobamba,0
C,1,147,148,Alte Brown,1
C,1,148,147,Alte Brown,1
C,1,148,149,Alte Brown,1
C,1,149,148,Alte Brown,1
C,1,142,148,Riobamba,1
C,1,148,142,Riobamba,0
C,1,149,150,Alte Brown,1
C,1,150,149,Alte Brown,1
C,1,150,151,Alte Brown,1
C,1,151,150,Alte Brown,1
C,1,140,150,Riobamba,1
C,1,150,140,Riobamba,0
C,1,151,152,Alte Brown,1
C,1,152,151,Alte Brown,1
C,1,152,153,Alte Brown,1
C,1,153,152,Alte Brown,1
C,1,138,152,Riobamba,1
C,1,152,138,Riobamba,0
C,1,153,154,Alte Brown,1
C,1,154,153,Alte Brown,1
C,1,154,155,Alte Brown,1
C,1,155,154,Alte Brown,1
C,1,136,154,Riobamba,1
C,1,154,136,Riobamba,0
C,1,155,156,Alte Brown,1
C,1,156,155,Alte Brown,1
C,1,156,157,Alte Brown,1
C,1,157,156,Alte Brown,1
C,1,157,158,Alte Brown,1
C,1,158,157,Alte Brown,1
C,1,135,157,Defensa,1
C,1,157,135,Defensa,0
C,1,158,159,Alte Brown,1
C,1,159,158,Alte Brown,1
C,1,159,160,Alte Brown,1
C,1,160,159,Alte Brown,1
C,1,109,159,Echague,1
C,1,159,109,Echague,0
C,1,160,161,Alte Brown,1
